cleaned_text,deceptive
love love love chicago q chicago q fairly new restaurant area great addition gold coast love atmosphere restaurant open till weekend eat eat pm matter time perfect occasion hour chicago q satisfie bbq craving restaurant old town fest sunday decide chicago q dinner walk group make reservation restaurant pretty busy staff extremely accommodate quickly push table near tv guy watch game service outstanding soon seat waiter bring complimentary pickle homemade bbq chip obsess pickle eat way chip pickle help sooo good entree girl decide split choose brisket bbq rib pull pork choose corn bread ask honey drizzle corn bread order bake bean baked bean huge chunk tender kobe brisket unique sweet spicy sauce baked bean sooo yummy pretty meal bbq rib fall bone incredible kobe brisket favorite cook perfection tender moist girl leave over guy hand need order appetizer flight chicken wing appetizer side leave super stuff great time restaurant consistent great bbq wait till weather get little warm sit outside look forward return restaurant time save room dessert,1
romantic atmosphere awesome fondue definitely good chicago,1
appreciate good burger absolutely enjoy place burger insane interesting name like conjugal visit electric chair cruelty animal worth penny tuesday burger half basically rob place awesome selection beer paragraph large spectrum pbr delirium tremen great mac cheese try ok far server bartender great fit place door guy check d seating clean table friendly loud bother thought let know look forward go soon possible t wait,1
puhh totally overrate itelien place average high price not think definately salad sauce way sour pasta okay avarage way greasy sauce,1
go carnivale time month ago boyfriend love place love area decor pretty colorful pretty upscale place special ocassion know carnivale latin american style food mexican food interesting style food latin know eat say horrible actually pretty good definetly yuppie place,1
love giordano s chicago style pizza fine need say,0
great experience ropa,1
m big fan pho ve eat place place good chicago love enter door smell deep aura pho pho pretty salty like asians like eat salty food ethnicity prefer salty customer like salty add hoisin sirarcha sauce ve try place actually top pho tang s noodle soup rate ve experience bettter place round dish pho,1
place year get well well rib eye steak beefy flavor great texture cream spinach wild mushroom risotto favorite side server sam chris rafael jose michael staff ahmad great food highly recommend try lunch week like able fresh fish day cook perfection good work,1
love place go decade trio pizza great service prompt weekend atmosphere great live band,1
like thai japanese sushi ok recommend house sushi noodles sushi lover,0
like place nicely design food good caramel chicken shake beef beignet dessert crazy good warm huge,0
star super waitress love fry super great food star need raise,1
piece good pizza place city specialize classic chicago deep dish thin crust pizza piece thing new haven style thin crust pizza pizza cook rectangular pan thin loaded different cheese topping result tasty true chicago thin crust classic deep dish piece get job help separate piece pizza joint great micro brew remember one ve taste server bartender helpful choosing micro brew try,0
pizza good find city taste fresh ingredent pizza slice ready delevery fast wrap pizza foil sure cheese lose pizza slide box free pop delevery get tell food pizza m big food snob art pizza time craving try,1
don t way bad neighborhood want pub food willing pay fine dining price ve eat gage twice meal probably close star great pork chop pretty good burger second meal close star significantly undercooked mussel finish bummer night flank steak appetizer watermelon goat cheese interesting mix sweet savory rest meal simply average term food overall place go knock sock inspirational cuisine gastropub stick item sound like dressed pub food probably disappoint decent meal future require return visit consider price fine dining price upscale bar food service attentive case try hard mean attentive friendly good accommodate patron example bad batch mussel take check question hesitation expect ve din weekend night t attest power lunch fair tourist traffic say feel like tourist trap e g planet hollywood etc notice look overall solid town guest millennium grant park tour great spot impromptu visit assume indulged requisite italian beef deep dish value buy good alternative happen neighborhood word way,1
know place call gastropub sure menu read sound pretty food come man let server come drink order ask knob creek yeah m girl like whiskey server reply carry tap ok check appetizer come wing ok entree come min later let soggy bread bland sauce oscar ashamed,1
business trip chicago find place booklet hotel fabulous place brazilian salad bar fresh think bacon chicken excellent steak come table good food way well place san fran meat tasty salad bar excellent place drink ohmygawd good,1
great restaurant good food excellent owner ve dish star well come staple beef pho day buck fill m end meal complimentary fruit range mango pear apple pineapple blueberry good thing owner waitress nice helpful order package nicely star food service bump high end restaurant actual food count experience,1
like place s pretentious food good mention dark maybe turn light terrible job chef believe overprice consider sushi taste bad waitress treat like plague ugh bad taste mouth think,1
yum cuban food grab groupon place feature bf go dinner friday red sangria great love fruit float glass dinner get blacken duck try duck delicious absolutely order bf get sort flank steak enjoy order empanada appetizer great place star bit pricey groupon way d definitely craze cuban food,0
word ropa vieja favorite festive food spot bring towner nice night,1
experience authentic chicago deep dish pizza let know right away long go bake service prompt expect great place,1
expensive absolutely worth delicious uncommon,1
think place stay busy influx visitor soldier field area strawberry orange juice good rest order french toast blackberry quality taste denny s restaurant,0
good lemon rice chicken soup hit spot especially cold winter day mood quick light service friendly dessert amazing leave place almond baklava,0
great vibe place relaxed efficient server obviously confident product pm eat day fortunately transition menu lunch dinner great choice premium burger sweet potato fry burger thick homemade patty lot fresh fixing bun hold chop salad crisp veggie smoke chicken plain old cheesecake candy salt orange rind plain old delicious west coast feel right home,1
dinner bunch friend month enjoyable dessert amazing great time think food taste great actually go plan date good job grand lux cafe,1
absolutely love charm place tone dining room white wainscotting floor large scale picture box warm atmosphere attentive service good beer choice fill side like cornbread macaroni cheese delicious mashed potato pull pork goodness appropriately price come bask southern q atmosphere,0
nice location smell wonderful wood roasted meat approach restaurant window nice comfortable contemporary environment easy eye notch service turn world upsidedown assist knowledgeable warm staff start caipirinha couple salad bar fresh wonderful variety great starting point meal ahead fill different kind meat sample gauchos quick visible sit long bring meat nice aspect service prefer sirloin lamb chop ll offer ask stop s want time order expensive glass wine turn like whisk away question ask bring sample remark snide comment management rep constantly check supply service support entire time bothersome attentive couldn t walk drink portion happen succumb feature nice papaya ice cream liquor combo actually soothe system great experience lot fun small towner relative type visit holiday vacation great end great day t,1
love authentic mexican food upscale twist place rick bayless chef master tough restaurant wait worth combination platter appetizer entree dessert mexican coffee yum yum yum dine lot appreciate professionalism staff greeter lady check coat server treat like vip bravo visit topolobampo t wait,0
bad dining experience go friday evening busy staff stand talk difficult service want honey wine tell long offer coupon deal buy ask help select item direct read menu fairly vague description want description sauce meat fried appetizer come cold middle entree portion meal barely room temperature ask server simply reply suppose way item order meat health safety wise guess hot huge disappointment addition stay away list,1
friend s dish ok dish duck tigh terribly dry dish overprice include drink,1
great pizza place good selection slice time single time choice hot fresh slice ready enjoy usually consist thin crust stuff chicago style pan place count hot fresh slice style combination ingredient want usually thin stuff pan style tasty option find way bread sauce good thing guy art pizza big selection hot fresh time subtract star place dirty walk restaurant typically garbage table look like actually kind strange care pizza great,1
love place chip salsa amazing food service damn nice server nice want tip nice fact shake hand leave remember sit time awesome,1
pasta love look like outside bit way sure goddamn strand dough craft inside tasty cold snowy night january girlie date lose walk hood bottle red wine amazing pasta dish long paperdelle house perfection substitute instead dry pasta dish heart desire additional believe waaayyyyyy worth porcini borolo red wine parmesan cream sing r b angel eternity yes bread lovely service adorably shy waiter quiet timid hilarious beverage bring able directly favorite liquor store oh corkage fee s darling,0
pro booze cart bonus point ice winesalad bar nice assortment quality ingredientscon overpricedyou wish texas di brazil instead,1
overrate service terrible party seat crowd restaurant pile booth min seat run friend stack inside booth say join manager came say lie people threaten kick food mediocre hollandais run,0
good greek food ve try attentive server free valet parking,1
love selection beer absence tv s cool bar clientele s old smart food hit miss night excellent meal service hopleaf consistent far food concern great steak rouch great steak friend mussel excellent time ill food notch bar type place d depend night figure outstanding miss day service big issue restaurant area spend buck eat kick people patio close midnight instead make sure place sit finish expensive bottle order rush inside find table upstairs say close pay money need place finish order seat bar pretty crappy get check course rush pay fact people middle nice meal seat tell leave waitstaff exactly great see confusion seat great job check s big issue night busy friday bartender kind snippy reason guess s common friend m sorry beer opening bottle civil work tip demand difficult like hopleaf wish concentrate good service consistent food,0
date go saturday night wait place busy plus waitress gabby know spiel tee freak recommend dish hello plantain beef appetizer order oop gabby misheard entire order scar gabby polite actually right order matter moment props kitchen amazing ribeye ceviche de pescado fry plantain mystery plantain delcious gabby great server ican t wait sucker take negative oddly slop floor,1
highly recommend live lisle illinois frequent downer grove illinois ogden ave good chinese food chicago food authentic flavorful service fast friendly remodeled restaurant downer grove illinois dining environment clean warm inviting big fan spicy food place use authentic spice dish lot heat,1
service decline time popular food definitely good compare nyc west coast service arrogant esp busy,1
think gino s east live hype despite fact clearly excessively indulgent pizza good like crust super buttery pizza load cheese addition pizza caesar salad think fair return go salad go deep dish pizza maybe month,1
come dinner friday night absolutely blow away place food phenomenal order cheese platter come pistachio truffle spread omg taste like boyfriend rave bacon wrap date vegetarian super picky please selection offer actually appeal happen server attentive knowledgeable gm sweet love female operate restaurant mercat,1
place good everyday self control devour site,1
chi town food good summer cute outdoor patio wait long hang worth spoil come fresh fish mia get cover skatewe pha nominal waiting,1
good eat dining service experience life friend shelley din couple year get famous course tasting menu take hour service staff amazing stuffy fun fun pricey worth good wine pairing shebang usual ask tour kitchen pristine orange blossom aromatherapy pillow plate tell breathe deeply bit ll forgive,0
place pretty crowded monday night food spectacular live area pass restaurant numerous time friend town craving steak yelp base review decide kinzie ch start steamed mussel pretty good proceed share wild mushroom risotto oz bone delmonico figure oz suffice girl eat oz fillet let oz big think sad disappoint steak complaint waiter fail mention special night kansas city crust parmesan reggiano blah blah blah sound delicious overheard table waiter oh push wine friend say time guess complain steak waiter highly recommend delmonico state flavorful agree decide medium rare steak come look delicious stuck fork knife fat slab meat chunk fat bland consider undercooked fat flavorful disappointed spend little go david b know well oh hope experience well,0
chicago know steakhouse new big bog town mastro s right food service ambiance honestly complaint experience steak amazing side dessert good go ny strip cook perfection dessert creme b yummy whip cream serve new fav steakhouse chicago,1
exceptional great service awesome food valet parking bit costly s expect area fogo locate sirloin crowd favorite follow closely bacon wrap filet sirloin guy well friend great place date night impress date bit date place think eat serving meat good date good business folk type walk away impress,1
town cousin insist giordanos want real chicago pizza m glad go starve get walk country mile town order combination appetizer mozzarella stick fry zucchini stick fry mushroom theme bread deep fry good serve marinara sauce ranch mushroom mozzarella stick favorite zucchini bit mushy ok decide special deep dish pizza sausage mushroom onion green pepper add spinach half pepperoni half pizza thick take minute bake result divine waitress warn ahead time cheese ooey gooey stringy delicious topping plentiful sauce great crust cripsy surprising give cheese topping downside service waitress admit forget twice glass point leave water pitcher table cousin beer refill,0
term steak place stuff face love joint hard stuff face need wear sweatpant time come good job fella,1
great food lot flavor generous portion great experience service improve bit overall great experience definitely come,1
horrible service food come time forget rest food order ask manager wait hour start yell ask wait didn t apology mistake doesn t come fill water terrible disaster service provided return terrible horrible need restaurant management training,1
great tapas friendly cute bartender happy atmosphere guy chicago business ask,1
start nicely end terribly get right soup menu specify ingredient want get soup bad soup bill get bad fillet sole million egg yuk discover try communicate innocent waitress fillet fish time understand ask bad experience favor waste time place well go tank noodle right corner,1
ok year want like give shot din day birthday dinner time party party seat right away ppl reservation sit shocked waiter great place people loud patient attentive entire evening large group able try dish standout rockshrimp tale tuna crispy rice tuna not handroll try bunch thing remember drink peared sake amazing think kool aid way take overall party happy dinner dine future oh forgot mention ridiculous dessert know dessert well sure ridiculous,1
go couple girlfriend check place definitely experience worth try m sure come like try different thing drink definitely different sample unique taste order thing try different kind start etiquette sparkle wine base nice refresh definitely good compliment peanut butter banana bite dream see menu online come solely allure peanut butter bite taste banana seriously uber weird combo wildflower honey crispy bacon bit phenomenal friend refuse adventurous sample bite deliciousness s ok drink try hummingbird tequila tequila tone mute mixer hush wonder un noteworthy remember taste like actually second drink remember inebriation stay long anticipate consider arrive pm friday night feel like wait line spend bit s ok decor pretty cool dark difficult menu make great place date bad skin day move share table high back chair booth later prefer booth roomy neighbor hear conversation bathroom unisex house rule post toilet yes ask outside complete phone leave cell phone home left lady order chicken teriyaki sammie definitely fan know acidity drink teriyaki taste way salty bad way walk middle room curtain exit assault horrid stench vomit room lose star know people notice smell think walk halste beaumont m definitely college anymore spend kind money pretty annoying,0
food average service fine bar chicago bar way corny atmosphere weird prison theme people actually enjoy hard rock need theme bar area choose s little authentic,1
love place pizza pack flavor mouth t handle sit patio nice summer day save room dessert cause totally work extra work gym day price little higher think worth,1
come birthday past saturday big group people little nervous heard read small place gladly accept large reservation reaffirm space nice little area service attentive great right away give ice bucket white wine start edamame sushi good different type roll food come forget roll bring quickly charge problem bill came charge order take right away definitely,0
excellent restaurant go sit bar friendly inviting steam clams soft shell crab raspberry pie great get nice conversation bar patron definitely cheap money spend,1
love place want affordable asian dinner recent visit chicago base yelp review book sunda place pack saturday night reservation advance sunda loud good group instead date food great beef lollipop duck food serve share honestly order dish people try little man duck awesome,0
finally saturday morning min open line people minute later number people line street parking ample imagine get bad people sharp door open line slowly start move get line order game week brown ale chipotle buffalo sausage bacon garlic mayonnaise horseradish cheddar cheese smoky joe wood today s celebrity sausage spicy thai chicken sausage chili garlic mustard sesame seaweed salad garlic rosemary smoke chicken sausage rosemary garlic mustard smoke cumin gouda cheese foie gra sauterne duck sausage truffle aioli foie gras mousse sel gris manage snag seat indoor food come quickly min thought good cheddar melt pack horseradish taste delightfully spicy know seaweed salad hot dog mustard bit overpower couldn t taste dog garlic garlic dog yelper refer amazing eat week hot doug s open day week sausage tasty sauge foie gra amazing delicious cherry favor order get star base way line long long early look like s avoid wait saturday,0
food good wait table minute guess bad lakeview friday waiter nice attentive setting intimate depend seat place area look like study beer selection great lot favorite area,1
sure hype ve plenty year recently fiance insit food good guero friendly place city clean bar service overall funner test restaurant clean bathroom time ve venture generally clean crowded stay away room room bathroom smell like bathroom overall good food overrate nice place,1
weekend visit wildfire downtown ve lincolnshire enjoy wildfire enjoy crowded hour wait table end sit bar eat bar good experience people hard comfortable minute holler drink order ear fairly early pm guess saturday start dinner cocktail hour crowd service ok outside food good saturday special ny sirloin crust shrimp fresh garlic spinach shrimp die chocolate lover piece chocolate cake whip cream piece chocolate stick taste like high price nestle crunch luv luv luv,0
pretty good great family day,1
star darn tasty easy wallet probably reason busy go sunday hawk game pm seat immediately table table eventually open sure cheese pizza holy cow literally tastiest thing ve eat long time go soon,0
favorite restaurant consistently good like cheesecake factory portion huge great leftover like crispy caramel chicken buffalo chicken sandwich leave get dessert cooky soon sit breakfast ok good lunch entree tend extremely crowded particularly tourist weekend people fairly fast ridiculous wait table,1
good sushi chicago everytime dine sunda customer service blow away week particular blow water call early afternoon pm hop reservation dining room unfortunately dining room fully commit hostess reserve spot lounge know reservation hard come expecially friday night ecstatic seat regardless excitment later evening receive phone carla hostess inform able find seat dining room cancellation not friendly phone arrive treat restraunt seat pleasure rachel wait knowledgable dish super friendly fun dining experience remember food ambience service sunda provide impeccable highly reccomend restraunt definately retunre customer,1
mango mousse cake friend birthday s simply amazing s unlike ve m defiantly come star rating tell white chocolate plaque cake happen cake thoroughly soak syrup disappointing good,1
want like restaurant went lunch order chef s selection tapas offer person get different dish altogether like lot vegetable meat cheese taste fine find dish bit skimpy leave hungry waiter slow disappear minute time service staff water bring dish etc good end wait minute check sit hour ready lot food money poor service honestly lot well tapas place chicago,1
love salad bar brunch slamon soso,1
ve probably time great place bring towner pizza pretty great home brew draft beer selection amazing try night weekend silly customer service ok price reasonable enjoy night piece,1
food awesome pizza good prize great good slice right away wait quality def worth star recommend place time ask good pizza city good,1
mind go try dinner probably brunch space amplify sound noisy noisy cafeteria ve strain ear raise voice order maintain conversation red wine poach egg good bearnaise sauce bread braise short rib tad salty portion size small big disappointment frite pork rind fair impress trendy belgian frite nyc suppose thing fancy dipping sauce greasy soggy dipping sauce bland like mayo fox obel s cafeteria serve fry truffle aioli s actually worth buck pork rind well mention cheap local gas station service fine,0
disappointing stop night christmas shopping look light downtown waiter non existent water glass sit minute stop take order join conversation table live michigan food worth price atmosphere special won t,1
husband decide brave mass celebratory dinner night run yesterday ready eat hell bayless food solid hour hub bit time frontera bar area seat food expect outstanding share ceviche fronteriza pork carnita gordita thing improve gorditas healthy dollop green salsa waiter place table good ceviche light fresh fresh briny taste ocean entree duck breast chayote sweet potato mash flank steak good unfortunately face include lip extremely windburned race yesterday find chayote way spicy love spicy food lip chap sure fine flank steak delicious husband michelada beer bloody mary mix lime great grapefruit margarita follow glass zinfandel d skip margarita time definitely tasty heavy booze small price tag skip dessert way white cornmeal poundcake blueberry salsa maple ice cream call service good reason frontera star reservation policy atmosphere seriously hand buzzer ask wait near rack t shirt cookbook hot sauce little like waiting table chilis tourist trap restaurant think sell t shirt hot sauce hooter,0
amateur hour general chumpiness pretty difficult actually enjoy food delicious unique unexpected flavor combination pull wait forever wait attention staff question want order m star m psycho killer need place half s tiny space fuss willing split entree kitchen want try bunch stuff order starter come time tiny table entree come actually ask plate bar room try recreate buffet experience new band d simply like eat sequence bunch food real kicker follow genuinely insulting gesture came order salami ono tomato shrimp salami olive come bed salami notice eat solo shrimp guy thing m sure bad reheat original dish remove salami ono overcook time hardly basically sashimi description give order recreate dish minus single shrimp eat cook poorly send seriously d ruin integrity dish send extra shrimp tiny shrimp shrimp s standard cold sit bar minute slight lack shrimp lame m shake head nearly identical experience tallulah year ago place close m glad excite fanboy dale levitski meal instead walk right past pretty bummed ps disclosure compe bust dish pps want,0
ve walk place thousand time think weird hookah bar coffee shop heart andersonville s ton eat option place little diamond amazing savory crepe quality ingredient veggie fresh crisp sun dry tomato tapenade miss crepe course paper thin slightly sweet light dnner start amazing veggie puree soup want bottle away winter good run late neo futurist service quick cordial tempt dessert crepe mmmm nutella,0
amazing word place egg benedict well city fresh juice great bit overpriced coffee delicious atmosphere tight quaint fav bfast spot city,1
give shot go weekday lunch buffet m boat salt overpower spice clean stock lunch buffet friend love butter chicken actually smell amazing salty vegetarian dish try dal time think good think try jaipur randolph compare,0
despise pretentious nonsense want yank neon sunglasse unnecessarily moustachioed face turn shove ass snootier thou yuppie look nose prole d g bodystocking know million half cent word talk like dockworker tourette likely feel like idiot believe club cover charge going let door ain t cool fuck stand bottle service dress code music snob fashionista people bear money treat employee place visit like medieval stablehand right harbor sea dick hate m ask bar s cool sign stand cold minute allow glimpse s massive blue velvet curtain informed drink cost like pretty ready find bucket pitch pile o torch come burn unbelievably surprising find uppity nonsense actually worth bar new york philadelphia boston quality service style selection make curtain doorman rest sense s set like speakeasy little yellow light lack signage mention bartender happen highly train mixologist genuinely good people arm suspender steamboat attire serve inventive delicious cocktail merit price tag decor perfect powder blue white appropriately dim love ambience subdue awkward intimate high back chair booth mean mingle friend enjoy talk actually talk get sloppy licking t ask well bar spend evening get good tipsy share drink ve time time leave surprised justifie pompous approach people complain violet hour assume think go bar wicker park uki village circuit t understand wait curtain etc take trip inside admittedly pricey actually pay care,0
highly disappointed restaurant look menu expectd lot experience atmosphere conducive pleasant dining atmosphere extremely dark dark fact barely step stair use cell phone read menu furthermore place noisy heck like new york stock exchange intelligent people woman laugh hysterically stomp floor lame joke attribute drunkeness let s hope food disappoint vietnamese french ve eat well food noodle shop chinatown mediocre entre salmon vermicelli fill lettuce filler actual noodle desert mediocre ve taste well thing local bakery overprice believe people experience good vietnamese food like place,1
go friend week ago dinner saturday night reservation great arrive little early list friend arrive seat right away nice valet free pretty quick awesome place extremely crowded seating cramp barely chair sit hit people service ok waiter pretty nice strange thing place like want eat leave immediately feel like rush constantly witness employee rude people wait seat turn food place fall apart love lamb decide eat greek town d definitely order lamb terrible bad lamb ve fatty cold bring table good dinner entree rice pathetic order dessert good free valet plus think ll well lamb million place crowd atmosphere rude employee want return,0
come hungry tuesday u eat king crab leg special twa good kind like parmesan corn counterintuitive huh cheese usually make well good thing place street margie s candy,0
attention want impress date gentleman place nice ambience romantic classy pretentious anyhoo food delicious reasonably price portion big stuff gnocchi asiago die oh drink yum,0
cheap fantastic consistent quality ummmm cheap try falafel sandwich lamb shawerma sandwich good probably begin crave random time,0
s pricy like hot chocolate good lobster sandwich good buck m sure,1
crowd noisy good kid like food good little pricey guess pay lincoln park location parking hastle live city,0
rave food okay,1
s excellent especially wasabi mashed potato godzilla roll deep fried crab roll sure call pretty service great price right byob certainly plus s get vote good sushi town cool place great food right price wrong,1
hand favorite bar chicago coconut curry mussel great beer tap need get crowded weekend good place doesn t s worth wad crowd opinion beer list good city bistro style food second,1
menu say authentic costa rican restaurant city costa rican friend t dispute claim find costa rican place chicago good believe team lawyer wipe claim page irazu s menu outdoor seating ladyfriend gear minute wait pretty impressive number folk monday night weather pretty badass sense oh yeah food badass viable reason crowd sit sidewalk watch friendly server open bottle buck chuck pour pair plastic cup admire safety precaution consider flip flop slippery finger server man mention water chip salsa come right unfortunately end lie ask host hook good costa rican look server misstep profuse heartfelt apology order black bean fry pork bit avocado dip call chifrijo accompany chip love especially like unknown flavor eat manage maintain appetite entree apiece order onione steak go garlic shrimp special plate consist fry green plaintain cabbage radish yellow rice thin cheap steak onion cheap stringy shitty cut meat masterpiece love flavor feel like pummel day increase tenderness fried green plaintain raw d sweet version like arrange perfect bite forkful variety plate allow extra experimentation downside quadruple eyed portly affable costa rican server say texas sized shrimp ladyfriend s plate plate look like rhode island wait s accurate south carolina size taste couple trip fork plate overall great experience semi slow service bother bother provide bring wine definitely try oatmeal shake peace,0
wonderful traditional chinese meal famous duck service great price service little stiff people busy good reason duck big draw ve tell try variety choice definitely,1
superdawg good get hand bs good hot dawg city taste experience attitude drive guy park buy connot comment service far food read fast food place s special response try dawgs note well grill cheese go rib place try chicken usual response try menu feel like moment guarantee good let know agree question taste bud wrong,1
sandwich potato salad outstanding seafood salad bread oh dessert martini absolutely love place,1
wow expect busy weekday guess friday memorial day weekend timing constraint sit bar lunch wait reservation fill go gage burger come dress camembert cheese onion marmalade usual lettuce tomato pickle talk hearty burger cheese delicious like onion marmalade surprise orange z onion marmalade light mildly refresh burger camembert onion marmalade zesty people man long bar busy lunch hour service attentive wish gage serve brunch day scotch egg stuff french toast sound good day week,0
delicious food annoy past visit different thing waiter throw away half curry chicken good ask want visit minute quote minute wait wait staff run walk bathroom yield guest visit waiting mention time inform curry chicken point visit love food atmosphere recommend place mind,1
give indie cafe shoot ago rarely sushi food awesome want spend lot money sushi easily order sushi thai great price chicken fry rice delicious enjoy popeye sushi wait staff soooo friendly example night close friend come say mind vacuum want leave see great time sweet love indie cafe,1
ethiopian food provide positive experience food good waitstaff helpful answer question walk menu help pick sampling item s white tablecloth sort place suitable date casual s interesting neighborhood aragon riviera street take bit parking hiccup,0
good pizza pizza mean honestly luck place recommend turn place eat cousin fantastic pizza outstanding sauce wonderful,1
go mastro s client repeat experience restaurant reviewer mention extremely noisy dark flashlight need read menu order bone filet tout waiter signature dish bad steak long time dry tasteless appetizer side mediocre service fine give price expect excellent food mediocre bad,1
spacca napoli girlfriend s favorite place pizza come lightne fast slow pace order couple appetizer bottle wine service fantastic wrap dinner tiramisu limoncello live experience culture ve learn vacation having find place naples italy say pizza invent spacca napoli great place reminisce girlfriend s travel margarita pizza nearly identical order italy pizza pricey place quick dinner town date restaurant winner head pizza well enjoy spacca napoli order bad idea,1
place like cheesecake factory steroid cheesecake factory like friday s steroid street fight death gran lux friday pretty pizza excellent crust unique thin crust taste little like place lot come hungry,1
ve kuma s excited call kuma s quote wait time phone annoying hint hour go kuma s turn wait hour ridiculous ridiculous tell phone menu look awesome ton ridiculous burger combination try plus mac cheese holy crap kind kuma s clone sit immediately wait staff awesome rammstein blaring play entertaining concert dvd half tvs sport rest hate metal work get jailhouse rock banana peanut butter bacon bit nervous banana burger opt mac cheese par schubas get fry burger thick juicy awesome banana peanut butter mindblowing immediately decide need come bite fry soft thick steak fry thick phenomenal mustard sauce serve amazing mac cheese great good schubas d get entree instead burger d piss future think fry fry mac cheese absurdly awesome treat day hit kuma s seriously t imagine sooooo well lockdown justifie dedicate afternoon entire evening get table lockdown freak awesome soon,0
twice prototypical place nice dinner friend great drink great food share good way dine waiter great term specific dish recently try pot roast ribeye beet salad truffle pasta cornbread brussel sprout day later reflect think stand m pasta guy truffle pasta order everytime flavorful pasta cook perfectly al dente like brussel sprout ribeye salt sauce good solid tasty pasta definitely stand great place friend night good drink good food totally break bank havin drink definitely hike bill,0
food nuevo leon spectacular economically price oh entertainment free time rat appear perch atop light fixture right huge table celebrate quincenara people rat celebrate quincenara chaos ensue party dress flee corner room grin staff member come stand table crush pink tiara mix hit rat light broom rat go fly like baseball leave field k s booth rat startle take look flee kitchen instead scream make scene restaurant erupt cheer clapping heroic broom hitter nod smile walk kitchen rat come suddenly mole cover chicken appetize m sure isolated incident plump look rat,0
giordano s fine pizza merit star well option chicago place love cheese pizza deep dish cheese clog artery week good thing love style deep dish think edwardo s well ingredient well giordano s taste little bland personally d lou malnati s pizzeria select giordano s giordano s location city particularly loop area point convenience location near grant park ve order takeout walk pie outdoor movie festival seriously chicago visit well place pizza fix,0
food awesome menu move area blow away recommend linguine pesto conchigli gorgonzola lobster ravioli service excellent place great,0
ping pong s little sister little come bold red head personality place currently work new addition dragon pillar red lantern traditional sake bar day walk pass place await open expansion remember day small wakamono long wait attitude server love deliver fresh amazing norm sushi place special place love friend family special enjoyable table window new koi pond sit shout wisconsin s white black spot great spot enjoy peter parker godzilla place byob fine s great little walk kafka wakamono day hair salon right create tea room reservation surprise surprise enjoy sit table window view big sister smile inside know red head fun,0
great greasy pizza thin crust stand multiple topping tricky overall pizza change life mind go,1
disclaimer huge fan greek food go low expectation service terribly great reservation wait minute seat restaurant crowd server splash oil friend s white shirt clearing dish food try bunch appetizer meatball taste fresh spectacular okay get calamari okay dish huge finish food dessert friend try oil shirt cool dish flame cheese appetizer highlight meal partly bias like greek food come vote give service quality food recommend place,0
persian food place pretty good s little pricey location environment presentation tadig pretty good little buttery s basically crispy rice sauce pour rave hummus find special good special get walnut pomegranate sauce chicken sauce surprisingly pretty good sweet bit savory creamy texture,1
month friend hear great thing spacca napoli want check place ll start pizza s go quattro formaggi friend salsiccia think trading bite decide pizza sausage good cheese outstanding fight gorgonzola t win add ementhal fontina pffffft contest insalata mista tiramisu gelati good wholeheartedly recommend quattro formaggi miscellaneous note friday night wait hour plus longer member party delay nana need summat turn minute call earn stink eye hostess immediate bumping list understand push attitude yeesh lucky owner take pity demand available table owner s good favor generally boon restaurant land difference insistence likely wait table extra hour spite mention place pack people wait s circulate pass sample pizza black truffle visit incredibly good glass prosecco sort attention customer comfort earn place point food quality damn waitstaff efficient initially friendly lose place point owner s aggressively welcome character appreciate food prepare wait,0
go place friday breakfast decor fun service good omlette huge sooooooo good definitely go totally want try cinnamon bun french toast big yolk fan,0
place great genuinely friendly service fresh sushi inviting atmosphere great price byob version thai panang rank good city place butterfly grand ave equivalent north give balance pan asian japanese thai equally service care service consistently friendly sincere way food price genuinely friendly service make good city btw thai favorite spoon thai western classic thai clark st,0
sure review post like place want repost,1
enjoy hit place weekend get oclock hour wait real nice open patio area byob chill stuff sangria bring right stuff mix chill patio min open table outdoor seating fun beautiful night outside great food croquet appetizer remind spain nice menu lot fun option remind food puerto rico love habichuelas arroz tostone etc order cuban probably lunch item crave cuban puerto rico rendition cuban good huge probably split group love food spend saturday night sure 隆gracia,1
great place,1
